Car No	Destination of block	Inbound Train No	ArrivalDay No	arriving time at receivingarea	Receiving track No	Starting time of humping job	    Ending time of humping job	Departure Day No	Pull back engine No	Starting time of pull back job	Ending time of pull back job	Departure time at departure area	    outbound Train No	Departure track No
27	AM	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
39	AM	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:27	Day8,9:37	Day8,10:32	o658	D4
13	AN	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
37	AN	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
41	AN	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
65	AN	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
31	AN	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
3	AN	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
18	AN	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
30	AN	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
36	AN	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
47	AN	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
12	AN	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
29	AN	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
48	AN	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
58	AN	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
26	AN	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
27	AN	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
31	AN	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
41	BE	i202	8	Day8,0:27	R3	Day8,1:28	Day8,1:59	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
25	BE	i196	7	Day7,22:2	R5	Day8,2:9	Day8,2:28	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
26	BE	i196	7	Day7,22:2	R5	Day8,2:9	Day8,2:28	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
51	BE	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
97	BE	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
129	BE	i203	8	Day8,1:28	R3	Day8,2:38	Day8,3:46	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
39	BE	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
26	BE	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
28	BE	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
33	BE	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
21	BE	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
3	BE	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,9:30	Day8,9:55	Day8,10:42	o659	D1
16	AK	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
10	AK	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
13	AK	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
15	AK	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
50	AK	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
53	AK	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
68	AK	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
24	AK	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
19	AK	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
27	AK	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
28	AK	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
33	AK	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
45	AK	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
6	AK	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
24	AK	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
5	AE	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
19	AE	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
16	AE	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
65	AE	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
8	AE	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
17	AE	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
6	AE	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
15	AE	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
25	AE	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
28	AE	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	2	Day8,9:37	Day8,10:2	Day8,10:52	o660	D2
2	AW	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
21	AW	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
49	AW	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
2	AW	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
7	AW	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
12	AW	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
17	AW	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
30	AW	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
31	AW	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
7	AW	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
8	AW	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
37	AW	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
1	AW	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
15	AW	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
29	AW	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
36	AW	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
37	AW	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
11	AF	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
37	AF	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
44	AF	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
51	AF	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
5	AF	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
18	AF	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
20	AF	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
23	AF	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
24	AF	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
50	AF	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
23	AF	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
11	AF	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
12	AF	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
16	AF	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,9:59	Day8,10:24	Day8,11:9	o661	D6
30	BG	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
42	BG	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
81	BG	i204	8	Day8,2:9	R5	Day8,3:56	Day8,4:37	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
53	BG	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
74	BG	i206	8	Day8,3:33	R3	Day8,4:47	Day8,5:23	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
3	BG	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
30	BG	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
14	BG	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
6	BG	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
25	BG	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
5	BG	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
55	BG	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
2	BG	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
17	BG	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
38	BG	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
27	AP	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
33	AP	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
60	AP	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
9	AP	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
31	AP	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
9	AP	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
14	AP	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
35	AP	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
18	AP	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
34	AP	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
40	AP	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	2	Day8,10:2	Day8,10:27	Day8,11:19	o662	D7
14	AV	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
36	AV	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
2	AV	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
8	AV	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
60	AV	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
16	AV	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
7	AV	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
22	AV	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
24	AV	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
30	AV	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
40	AV	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
12	AV	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
35	AV	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	2	Day8,10:27	Day8,10:37	Day8,11:29	o663	D5
5	AD	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
62	AD	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
38	AD	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
21	AD	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
32	AD	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
12	AD	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
14	AD	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
25	AD	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
36	AD	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
3	AD	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
6	AD	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
13	AD	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
39	AD	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
22	AD	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
38	AD	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
1	AB	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
6	AB	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
22	AB	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
29	AB	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
18	AB	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
46	AB	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
29	AB	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
31	AB	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
8	AB	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
9	AB	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
20	AB	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
33	AB	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	1	Day8,10:27	Day8,10:52	Day8,11:39	o664	D3
53	BC	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
4	BC	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
20	BC	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
33	BC	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
44	BC	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
49	BC	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
10	BC	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
34	BC	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
41	BC	i211	8	Day8,7:44	R5	Day8,8:35	Day8,9:2	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
10	BC	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
26	BC	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
28	BC	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
15	AJ	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
48	AJ	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
62	AJ	i208	8	Day8,4:47	R3	Day8,5:33	Day8,6:5	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
23	AJ	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
40	AJ	i207	8	Day8,3:56	R5	Day8,6:15	Day8,6:47	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
2	AJ	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
7	AJ	i205	8	Day8,5:33	R3	Day8,6:57	Day8,7:15	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
31	AJ	i209	8	Day8,6:15	R5	Day8,7:25	Day8,7:57	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
23	AJ	i143	6	Day7,3:5	R8	Day8,8:7	Day8,8:25	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
4	AJ	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
31	AJ	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
9	AN	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
18	AN	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
21	AN	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
25	AN	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
28	AN	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
4	AN	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
5	AN	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
19	AN	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
24	AN	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
36	AN	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	2	Day8,10:37	Day8,11:17	Day8,12:2	o665	D4
1	AH	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,10:52	Day8,11:32	Day8,12:17	o666	D1
2	AH	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,10:52	Day8,11:32	Day8,12:17	o666	D1
15	AH	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,10:52	Day8,11:32	Day8,12:17	o666	D1
33	AH	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,10:52	Day8,11:32	Day8,12:17	o666	D1
35	AH	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,10:52	Day8,11:32	Day8,12:17	o666	D1
39	AH	i210	8	Day8,8:7	R8	Day8,9:12	Day8,9:30	8	1	Day8,10:52	Day8,11:32	Day8,12:17	o666	D1
35	AH	i126	5	Day5,22:59	R9	Day8,9:40	Day8,9:59	8	1	Day8,10:52	Day8,11:32	Day8,12:17	o666	D1
27	AH	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	1	Day8,10:52	Day8,11:32	Day8,12:17	o666	D1
34	AH	i170	6	Day7,3:42	R10	Day8,10:9	Day8,10:27	8	1	Day8,10:52	Day8,11:32	Day8,12:17	o666	D1
