outbound Train No	Day No	PullBack engine No	Starting time of pullback job	ending time of pullback job	departure time at departure area	Departure track No	Number of blocks	number of railcars	destination of blocks(associated number of cars)
o1717	19	1	Day19,0:1	Day19,0:11	Day19,1:26	4	1	1	AE(1);
o1718	19	2	Day19,0:26	Day19,0:36	Day19,1:36	1	1	60	AH(60);
o1719	19	1	Day19,0:59	Day19,1:9	Day19,1:54	2	1	45	AV(45);
o1720	19	2	Day19,0:59	Day19,1:9	Day19,2:4	3	1	43	AK(43);
o1721	19	1	Day19,1:36	Day19,1:46	Day19,2:31	5	1	44	AW(44);
o1722	19	2	Day19,1:36	Day19,1:46	Day19,2:41	6	1	36	AR(36);
o1723	19	1	Day19,2:0	Day19,2:10	Day19,2:55	1	1	39	AP(39);
o1724	19	2	Day19,2:0	Day19,2:10	Day19,3:5	2	1	36	AF(36);
o1725	19	1	Day19,2:10	Day19,2:20	Day19,3:15	3	1	31	AJ(31);
o1726	19	2	Day19,2:10	Day19,2:20	Day19,3:25	4	1	31	AX(31);
o1727	19	1	Day19,2:20	Day19,2:30	Day19,3:35	7	1	28	AH(28);
o1728	19	2	Day19,2:31	Day19,2:41	Day19,3:45	5	1	26	AY(26);
o1729	19	1	Day19,2:41	Day19,2:51	Day19,3:55	6	1	26	AB(26);
o1730	19	2	Day19,2:55	Day19,3:20	Day19,4:5	1	2	40	AN(22);AA(18);
o1731	19	1	Day19,3:5	Day19,3:30	Day19,4:15	2	2	33	AD(18);BB(15);
o1732	19	2	Day19,3:20	Day19,3:45	Day19,4:30	3	2	31	BF(17);BE(14);
o1733	19	1	Day19,3:30	Day19,3:55	Day19,4:40	4	2	24	AQ(17);BD(7);
o1734	19	2	Day19,3:45	Day19,4:10	Day19,4:55	7	2	21	AE(15);AK(6);
o1735	19	2	Day19,4:10	Day19,4:20	Day19,5:5	1	1	14	BC(14);
o1736	19	1	Day19,3:55	Day19,4:20	Day19,5:15	5	2	19	AC(14);AG(5);
o1737	19	1	Day19,4:20	Day19,4:30	Day19,5:25	2	1	14	BG(14);
o1738	19	1	Day19,4:30	Day19,4:40	Day19,5:35	3	1	12	AM(12);
o1739	19	2	Day19,4:20	Day19,4:45	Day19,5:45	6	2	25	AS(14);AU(11);
o1740	19	1	Day19,4:40	Day19,4:50	Day19,5:55	4	1	11	AT(11);
o1741	19	1	Day19,5:5	Day19,5:15	Day19,6:5	1	1	9	BA(9);
o1742	19	2	Day19,4:55	Day19,5:20	Day19,6:15	7	2	19	AL(10);AI(9);
o1743	19	2	Day19,5:25	Day19,5:35	Day19,6:25	2	1	6	AO(6);
o1744	19	1	Day19,5:15	Day19,5:40	Day19,6:35	5	2	14	AV(8);AZ(6);
o1745	19	2	Day19,5:35	Day19,6:0	Day19,6:45	3	2	3	AR(2);AW(1);
